ID,CSE1,CSE2,CSE3,CSE4,SECTION
7599,#%%$42adsfy,ddsfs28**^&$,ddfs70xfsadf,**$@%90xdff,B
7600,sada76**&%&,#%%$83dsfy,dsfe37dsfy,H%d%90**&%&,D
7601,ddsfs30$*%^&,dsfe27dsfy,dsfe49dsffw,ddfs61dsffw,D
7602,ddfs56**^&$,edf94xfsadf,sada28vgfs,dsfe73adsfy,B
7603,#%%$29**^&$,ddsfs72**&%&,#%%$49xfsadf,ddfs55**&%&,D
7604,**$@%65xfsadf,ddsfs92xdff,dsfe34xdff,ddsfs80asdgfw,C
7605,dsfe56xfsadf,cxscc56xfsadf,H%d%83xdff,sada67xdff,B
7606,#%%$85adsfy,sada63$*%^&,H%d%74**^&$,dsfe60asdgfw,D
7607,edf49xdff,edf79adsfy,cxscc47dsffw,ddfs91dsfy,D
7608,dsfe71vgfs,edf62**^&$,bffdd33xfsadf,dsfe57**^&$,D
7609,cxscc93xfsadf,bffdd65xdff,ddfs41**&%&,ddfs81$*%^&,C
7610,**$@%53asdgfw,H%d%46asdgfw,#%%$87$*%^&,ddfs76**^&$,C
7611,H%d%26xfsadf,ddfs73dsffw,ddfs81vgfs,bffdd41adsfy,A
7612,dsfe73$*%^&,ddsfs34asdgfw,ddsfs52**^&$,cxscc69adsfy,A
7613,cxscc44xfsadf,**$@%71**^&$,H%d%52**^&$,bffdd46**&%&,D
7614,edf66dsfy,#%%$72**&%&,edf37dsfy,bffdd62asdgfw,B
7615,sada87xfsadf,dsfe50vgfs,dsfe90dsffw,**$@%93asdgfw,C
7616,H%d%58xfsadf,dsfe49$*%^&,cxscc33asdgfw,ddfs55dsffw,C
7617,dsfe74$*%^&,ddfs63asdgfw,#%%$85xdff,**$@%61dsffw,B
7618,#%%$51dsfy,H%d%39adsfy,cxscc39asdgfw,H%d%91**&%&,D
7619,ddfs53**&%&,dsfe48xdff,#%%$78dsffw,#%%$79vgfs,B
7620,ddsfs34dsffw,cxscc83asdgfw,edf30adsfy,ddsfs26$*%^&,C
7621,ddsfs57xfsadf,#%%$91adsfy,cxscc53dsfy,**$@%77dsfy,A
7622,**$@%29xdff,dsfe38$*%^&,cxscc47adsfy,dsfe33**^&$,A
7623,bffdd94adsfy,sada40asdgfw,dsfe81adsfy,ddsfs26**&%&,A
7624,#%%$55$*%^&,H%d%51xfsadf,dsfe71**^&$,**$@%73**^&$,A
7625,H%d%49adsfy,**$@%59asdgfw,ddsfs92xfsadf,#%%$58xdff,A
7626,#%%$75asdgfw,ddfs75dsffw,edf25$*%^&,sada50adsfy,A
7627,**$@%92**^&$,cxscc87vgfs,H%d%36asdgfw,edf84dsfy,B
7628,dsfe36xfsadf,bffdd25**&%&,#%%$61**^&$,**$@%75xdff,C
7629,sada69**^&$,cxscc51dsfy,bffdd45**&%&,H%d%93adsfy,B
7630,**$@%89vgfs,bffdd45dsfy,ddfs92dsffw,dsfe87xdff,B
7631,cxscc38asdgfw,ddfs69dsfy,cxscc62xfsadf,dsfe77xfsadf,D
7632,#%%$53$*%^&,cxscc80xfsadf,**$@%49**^&$,sada43dsfy,C
7633,edf42vgfs,H%d%83xdff,dsfe44dsfy,dsfe32adsfy,A
7634,cxscc66adsfy,cxscc41$*%^&,bffdd85xdff,ddfs60adsfy,A
7635,**$@%65adsfy,edf89**&%&,cxscc93$*%^&,cxscc91asdgfw,D
7636,dsfe49$*%^&,H%d%73**^&$,H%d%31**&%&,ddfs57xdff,A
7637,**$@%64**&%&,H%d%36**^&$,**$@%51dsffw,edf50$*%^&,A
7638,#%%$40vgfs,sada28dsffw,**$@%41dsfy,ddfs88dsffw,D
7639,ddfs80**^&$,#%%$62vgfs,sada49vgfs,**$@%87$*%^&,B
7640,sada52adsfy,H%d%65dsffw,dsfe81**^&$,ddsfs32xfsadf,D
7641,ddfs26**&%&,H%d%37**^&$,ddsfs78**^&$,edf33$*%^&,C
7642,ddsfs61asdgfw,bffdd80vgfs,edf83$*%^&,ddfs65adsfy,D
7643,ddfs64adsfy,dsfe55xfsadf,cxscc31**&%&,ddsfs81xfsadf,A
7644,sada50**^&$,H%d%49xfsadf,sada93dsfy,#%%$54dsfy,D
7645,ddfs39adsfy,sada78$*%^&,**$@%71**^&$,ddfs42adsfy,D
7646,dsfe84xdff,sada28$*%^&,dsfe41xdff,H%d%89vgfs,D
7647,cxscc61**&%&,ddsfs57dsfy,edf39**&%&,ddfs53adsfy,A
7648,ddfs66**^&$,bffdd28**^&$,bffdd90dsffw,ddsfs67**^&$,B
7649,edf38**^&$,ddsfs41xdff,edf64xdff,bffdd25**&%&,C
7650,H%d%73adsfy,sada62$*%^&,sada57$*%^&,edf26asdgfw,A
7651,H%d%80$*%^&,cxscc57$*%^&,bffdd85**&%&,H%d%66dsffw,A
7652,#%%$64**&%&,bffdd40vgfs,H%d%49$*%^&,sada27xdff,B
7653,#%%$65**&%&,#%%$31$*%^&,H%d%26asdgfw,bffdd41**^&$,A
7654,cxscc94dsfy,cxscc72adsfy,bffdd60xfsadf,sada25**^&$,A
7655,H%d%71**&%&,H%d%86**^&$,dsfe55dsffw,ddfs30$*%^&,A
7656,cxscc30vgfs,#%%$69**^&$,dsfe55adsfy,cxscc41xdff,C
7657,dsfe66dsfy,sada41adsfy,ddfs88$*%^&,**$@%82xdff,B
7658,ddfs51dsffw,ddsfs81**^&$,edf28$*%^&,**$@%63$*%^&,D
7659,cxscc54adsfy,#%%$79**&%&,**$@%41vgfs,edf82adsfy,C
7660,sada41dsffw,bffdd84dsffw,H%d%84$*%^&,sada48asdgfw,C
7661,ddfs64dsffw,cxscc62**^&$,edf93dsfy,ddsfs67**&%&,A
7662,edf93$*%^&,edf78dsfy,#%%$46asdgfw,cxscc66vgfs,B
7663,H%d%67xdff,ddsfs34dsfy,#%%$55dsfy,ddsfs38asdgfw,A
7664,H%d%45xfsadf,H%d%85**&%&,H%d%66$*%^&,H%d%64adsfy,A
7665,H%d%76asdgfw,bffdd40**&%&,edf78**&%&,#%%$28dsffw,D
7666,edf27xfsadf,edf37xfsadf,**$@%91**^&$,H%d%75**&%&,D
7667,bffdd77vgfs,#%%$35$*%^&,edf29**&%&,ddfs64asdgfw,C
7668,#%%$49asdgfw,bffdd47$*%^&,cxscc87adsfy,dsfe62**&%&,A
7669,edf28xdff,ddsfs87dsffw,sada87asdgfw,sada61xfsadf,A
7670,cxscc26dsffw,ddfs80dsfy,dsfe75$*%^&,bffdd44**^&$,C
7671,bffdd87xdff,H%d%66adsfy,dsfe40vgfs,dsfe87**^&$,C
7672,dsfe50**&%&,#%%$69dsfy,dsfe66**^&$,dsfe84xdff,C
7673,bffdd37vgfs,cxscc92**&%&,bffdd43asdgfw,bffdd75asdgfw,D
7674,H%d%39**&%&,bffdd41**&%&,ddsfs75adsfy,**$@%82vgfs,B
7675,dsfe56dsfy,bffdd70**^&$,dsfe68**^&$,edf78dsfy,D
7676,dsfe38dsffw,bffdd41asdgfw,#%%$93$*%^&,H%d%90**&%&,A
7677,#%%$86**&%&,cxscc68adsfy,sada74xfsadf,dsfe41dsfy,C
7678,H%d%89vgfs,ddfs30dsfy,dsfe82**^&$,ddsfs62dsfy,A
7679,edf30$*%^&,ddsfs91**^&$,ddsfs58dsfy,dsfe41vgfs,B
7680,bffdd89xdff,ddsfs50asdgfw,cxscc79$*%^&,H%d%35$*%^&,C
7681,bffdd67xfsadf,cxscc87**&%&,edf43asdgfw,H%d%25dsfy,B
7682,bffdd53$*%^&,dsfe82$*%^&,bffdd76$*%^&,H%d%86vgfs,C
7683,edf47**&%&,**$@%51**&%&,dsfe81asdgfw,#%%$79dsffw,C
7684,cxscc53vgfs,dsfe28xdff,ddfs48dsffw,bffdd49xdff,A
7685,ddsfs27**^&$,ddfs48asdgfw,ddsfs74xfsadf,ddsfs30**&%&,A
7686,bffdd61vgfs,edf62xdff,cxscc52dsfy,edf86adsfy,D
7687,H%d%51adsfy,sada70**^&$,H%d%73dsffw,**$@%82dsffw,C
7688,H%d%32xfsadf,ddfs71**^&$,sada35vgfs,dsfe80xfsadf,C
7689,edf77**^&$,cxscc36xdff,ddfs43asdgfw,bffdd82dsffw,A
7690,**$@%67dsfy,bffdd61xdff,sada84$*%^&,**$@%31dsfy,D
7691,cxscc40adsfy,ddfs55**^&$,H%d%60asdgfw,**$@%36**&%&,A
7692,sada72**^&$,dsfe75$*%^&,ddfs42xdff,#%%$68dsfy,A
7693,bffdd53vgfs,edf56dsfy,sada40$*%^&,ddsfs26vgfs,C
7694,**$@%34adsfy,sada31**^&$,dsfe31dsffw,ddfs92adsfy,B
7695,#%%$68**^&$,H%d%25xdff,ddfs76**&%&,#%%$41dsffw,D
7696,edf66asdgfw,edf43**^&$,#%%$54asdgfw,ddfs71adsfy,C
7697,bffdd72asdgfw,dsfe58xfsadf,dsfe51asdgfw,edf80vgfs,D
7698,bffdd69**&%&,sada52dsffw,ddsfs91**^&$,#%%$30xdff,D
7699,#%%$36$*%^&,dsfe40asdgfw,cxscc67xdff,#%%$89adsfy,C
7700,**$@%81$*%^&,cxscc79vgfs,ddfs32**&%&,bffdd73dsffw,C
7701,ddsfs51xfsadf,ddsfs60**^&$,edf42xdff,ddsfs82xdff,C
7702,sada48**&%&,cxscc64dsffw,edf90**^&$,**$@%93xdff,D
7703,bffdd47xfsadf,ddsfs29vgfs,#%%$67**&%&,**$@%42asdgfw,D
7704,ddsfs52asdgfw,**$@%34xfsadf,dsfe58$*%^&,sada43xfsadf,B
7705,**$@%79dsfy,ddsfs67**^&$,dsfe75xdff,#%%$68xfsadf,C
7706,dsfe47xdff,ddsfs79dsffw,**$@%70xfsadf,dsfe43dsffw,B
7707,H%d%34asdgfw,dsfe45dsffw,H%d%61**&%&,**$@%39**^&$,D
7708,sada85$*%^&,**$@%92vgfs,ddsfs44adsfy,dsfe71**&%&,D
7709,cxscc66adsfy,ddfs72xfsadf,cxscc70**&%&,sada78**^&$,A
7710,**$@%73dsfy,bffdd55asdgfw,bffdd70$*%^&,H%d%84xdff,B
7711,bffdd75asdgfw,bffdd37adsfy,dsfe65dsffw,cxscc91dsffw,B
7712,bffdd54dsffw,**$@%70dsffw,#%%$43$*%^&,dsfe27**^&$,B
7713,dsfe59xfsadf,H%d%30xdff,#%%$38dsffw,ddsfs50**&%&,B
7714,**$@%26dsffw,**$@%68**^&$,edf28**&%&,ddfs48adsfy,B
7715,H%d%67xdff,**$@%27vgfs,**$@%34vgfs,ddfs34dsfy,C
7716,H%d%63dsfy,**$@%92vgfs,dsfe33asdgfw,sada26**&%&,B
7717,dsfe82**&%&,bffdd90adsfy,ddfs82**&%&,#%%$71xfsadf,B
7718,cxscc72**^&$,H%d%88**^&$,cxscc36xdff,**$@%80**&%&,C
7719,H%d%48**^&$,dsfe71asdgfw,dsfe74vgfs,ddsfs55**^&$,D
7720,ddfs41dsfy,dsfe69dsffw,**$@%36dsffw,**$@%69**&%&,B
7721,bffdd41dsffw,#%%$81xdff,bffdd54dsffw,edf65adsfy,B
7722,sada49xdff,#%%$64vgfs,#%%$47**&%&,ddfs69**^&$,D
7723,dsfe38adsfy,ddfs35**^&$,H%d%49xdff,ddfs50**&%&,C
7724,**$@%31$*%^&,**$@%40xdff,#%%$66asdgfw,**$@%25dsffw,A
7725,H%d%70dsffw,cxscc69adsfy,sada64**&%&,sada69vgfs,C
7726,dsfe54**^&$,dsfe74dsfy,bffdd72dsffw,edf76xdff,C
7727,**$@%67dsfy,H%d%65$*%^&,H%d%32asdgfw,dsfe64**^&$,A
7728,dsfe92dsfy,ddsfs70vgfs,cxscc47dsfy,bffdd40dsfy,D
7729,sada63xfsadf,edf40$*%^&,cxscc94xfsadf,sada44xdff,A
7730,dsfe37$*%^&,**$@%83xfsadf,sada92**^&$,#%%$39adsfy,C
7731,sada63adsfy,#%%$84xdff,ddfs49$*%^&,sada63$*%^&,D
7732,bffdd72xfsadf,#%%$45asdgfw,sada35**&%&,bffdd71adsfy,A
7733,cxscc91adsfy,bffdd32xfsadf,bffdd39xdff,sada31xfsadf,D
7734,H%d%61$*%^&,bffdd43$*%^&,bffdd82**^&$,ddsfs49$*%^&,A
7735,ddfs33$*%^&,cxscc31dsfy,cxscc78xdff,ddfs38$*%^&,D
7736,cxscc73**^&$,#%%$43vgfs,sada76xfsadf,#%%$92xdff,D
7737,sada91adsfy,edf36vgfs,cxscc32dsffw,H%d%85adsfy,A
7738,edf54**&%&,bffdd84$*%^&,ddfs34dsfy,bffdd75xdff,B
7739,#%%$62adsfy,ddsfs27$*%^&,H%d%55$*%^&,ddsfs50vgfs,B
7740,cxscc86**&%&,H%d%80xfsadf,bffdd53adsfy,H%d%67asdgfw,A
7741,#%%$59xfsadf,H%d%86$*%^&,bffdd39xfsadf,dsfe36$*%^&,C
7742,sada91dsffw,sada43adsfy,sada50adsfy,bffdd64xdff,A
7743,dsfe74dsfy,dsfe63dsfy,cxscc70xdff,bffdd43dsfy,A
7744,edf35adsfy,**$@%32asdgfw,**$@%49vgfs,#%%$42xfsadf,A
7745,ddfs35xdff,cxscc88**^&$,H%d%72asdgfw,ddsfs87dsffw,B
7746,ddfs33xfsadf,sada93dsfy,cxscc51dsffw,#%%$38**^&$,D
7747,edf86asdgfw,ddfs37dsfy,cxscc82xfsadf,#%%$60xdff,B
7748,edf59dsfy,edf90xfsadf,cxscc74xfsadf,ddsfs36vgfs,D
7749,H%d%30asdgfw,sada73vgfs,**$@%68vgfs,**$@%29xfsadf,A
7750,edf66dsffw,H%d%92**&%&,ddsfs54**&%&,cxscc60xdff,B
7751,sada42**&%&,bffdd35asdgfw,H%d%78**^&$,#%%$76dsffw,D
7752,**$@%63dsfy,#%%$49adsfy,**$@%54xdff,H%d%38adsfy,C
7753,edf74asdgfw,edf92dsfy,cxscc79**&%&,dsfe27adsfy,A
7754,ddfs37dsffw,**$@%55**^&$,cxscc57dsfy,cxscc52adsfy,A
7755,edf65**^&$,ddfs47adsfy,bffdd42xdff,cxscc78dsffw,B
7756,**$@%74**^&$,**$@%76$*%^&,cxscc36xfsadf,#%%$75**^&$,B
7757,**$@%77**&%&,bffdd54dsfy,cxscc27adsfy,**$@%27**&%&,D
7758,cxscc83xdff,#%%$54**&%&,H%d%42xfsadf,ddfs34vgfs,B
7759,#%%$87xfsadf,bffdd85**^&$,bffdd49xdff,#%%$63dsffw,A
7760,H%d%37asdgfw,ddsfs47vgfs,#%%$54**&%&,**$@%30$*%^&,D
7761,#%%$71xfsadf,edf77$*%^&,ddfs55xfsadf,#%%$45**^&$,C
7762,#%%$80adsfy,bffdd90vgfs,H%d%77adsfy,#%%$35$*%^&,A
7763,**$@%94xfsadf,ddsfs27dsffw,edf67dsfy,edf34xfsadf,D
7764,**$@%41$*%^&,bffdd71xdff,#%%$69adsfy,edf45**&%&,C
7765,sada80xfsadf,dsfe74$*%^&,ddsfs69xdff,#%%$83vgfs,A
7766,H%d%78xdff,edf86xdff,bffdd42dsffw,dsfe58vgfs,D
7767,#%%$42$*%^&,H%d%74dsffw,ddfs33adsfy,edf33xdff,A
7768,ddsfs54$*%^&,bffdd33dsfy,cxscc48xfsadf,H%d%35dsfy,A
7769,dsfe28dsfy,sada50xdff,cxscc71vgfs,cxscc52xdff,A
7770,bffdd93xfsadf,H%d%88xdff,dsfe70adsfy,H%d%25dsffw,D
7771,edf74dsfy,ddfs34**&%&,bffdd84$*%^&,#%%$48vgfs,B
7772,dsfe67**&%&,bffdd63$*%^&,#%%$67asdgfw,dsfe44**^&$,D
7773,dsfe64vgfs,sada47vgfs,dsfe80xfsadf,bffdd45**&%&,A
7774,edf73**^&$,cxscc60adsfy,ddfs60$*%^&,sada68adsfy,B
7775,#%%$41dsfy,bffdd42adsfy,#%%$45asdgfw,ddfs46vgfs,A
7776,sada25**^&$,dsfe74xfsadf,ddfs88asdgfw,dsfe76asdgfw,A
7777,cxscc53adsfy,cxscc49vgfs,H%d%86adsfy,sada74**^&$,A
7778,bffdd65dsfy,edf26vgfs,**$@%83dsffw,bffdd47dsfy,A
7779,ddfs33dsffw,dsfe92dsfy,#%%$89dsffw,sada69xdff,B
7780,sada30**^&$,ddsfs35asdgfw,#%%$25vgfs,H%d%69dsffw,C
7781,cxscc41xdff,sada58dsfy,dsfe49xdff,#%%$42vgfs,B
7782,cxscc77xfsadf,cxscc30xfsadf,#%%$60**^&$,H%d%43**^&$,C
7783,ddsfs60$*%^&,dsfe84**^&$,sada49vgfs,sada83xfsadf,C
7784,#%%$45xdff,edf62$*%^&,dsfe66dsfy,edf28dsfy,D
7785,bffdd36$*%^&,ddfs56xfsadf,**$@%51asdgfw,#%%$88xdff,B
7786,**$@%74xfsadf,edf77xdff,sada63**&%&,**$@%35xdff,B
7787,bffdd26asdgfw,dsfe36xdff,bffdd77dsfy,dsfe31dsfy,D
7788,edf53**&%&,sada62$*%^&,ddsfs47vgfs,dsfe36vgfs,D
7789,edf38asdgfw,cxscc41$*%^&,sada38dsffw,ddfs64dsffw,A
7790,ddfs82**^&$,bffdd60xfsadf,bffdd52vgfs,ddfs81asdgfw,C
7791,#%%$38**&%&,sada65vgfs,edf25**^&$,#%%$30adsfy,D
7792,H%d%69dsfy,H%d%68asdgfw,H%d%43dsfy,cxscc94dsffw,A
7793,dsfe68$*%^&,**$@%34dsfy,ddfs65xfsadf,ddsfs50dsfy,B
7794,#%%$41xfsadf,dsfe85xdff,#%%$48vgfs,edf73xdff,A
7795,ddsfs86asdgfw,cxscc53xdff,ddsfs86xdff,dsfe86dsffw,B
7796,bffdd67$*%^&,cxscc78$*%^&,edf79xdff,ddsfs53asdgfw,C
7797,H%d%56$*%^&,ddfs52**&%&,sada42**^&$,dsfe67$*%^&,B
7798,ddsfs50dsfy,**$@%65**^&$,sada86dsfy,cxscc31vgfs,B
7799,ddfs72**&%&,edf69xdff,edf39dsffw,edf59adsfy,D
7800,dsfe91adsfy,cxscc74asdgfw,edf42xdff,H%d%55xdff,B
7801,bffdd40xfsadf,cxscc79asdgfw,ddsfs25xdff,ddsfs48vgfs,B
7802,ddsfs67adsfy,bffdd69adsfy,ddsfs63adsfy,ddsfs32vgfs,B
7803,dsfe86xdff,cxscc38$*%^&,edf37xfsadf,edf94**&%&,D
7804,#%%$32$*%^&,edf61asdgfw,ddsfs29adsfy,ddsfs70xfsadf,B
7805,cxscc44dsfy,sada36$*%^&,edf39dsfy,sada30xfsadf,D
7806,**$@%35$*%^&,sada54xfsadf,cxscc87**&%&,ddfs30$*%^&,D
7807,ddfs66**&%&,sada55asdgfw,#%%$29xfsadf,sada58$*%^&,A
7808,sada50xfsadf,**$@%34dsfy,dsfe62adsfy,sada57xfsadf,C
7809,dsfe53**^&$,edf58dsffw,bffdd28adsfy,ddfs47dsffw,B
7810,ddfs91xfsadf,dsfe31xfsadf,dsfe30dsffw,edf60dsfy,A
7811,H%d%51dsffw,sada27adsfy,dsfe88**&%&,cxscc44xdff,B
7812,ddfs79adsfy,#%%$78asdgfw,#%%$81**&%&,H%d%84vgfs,C
7813,sada46asdgfw,ddfs66dsfy,ddsfs76xfsadf,H%d%49dsfy,D
7814,ddsfs88dsffw,edf90$*%^&,ddsfs38dsffw,H%d%84dsfy,D
7815,bffdd89asdgfw,sada48xfsadf,ddfs31$*%^&,edf80vgfs,B
7816,H%d%78dsffw,edf29**&%&,bffdd53xfsadf,bffdd83vgfs,A
7817,cxscc44dsfy,bffdd54xfsadf,dsfe51**^&$,sada77xfsadf,B
7818,bffdd81**^&$,#%%$72$*%^&,dsfe44xdff,bffdd94adsfy,A
7819,edf34dsffw,ddsfs27dsffw,#%%$72dsfy,**$@%50adsfy,B
7820,H%d%27asdgfw,#%%$59$*%^&,H%d%63$*%^&,#%%$48asdgfw,B
7821,edf85dsfy,#%%$35adsfy,ddsfs63xdff,edf94dsffw,B
7822,H%d%25xdff,ddfs69dsffw,#%%$48asdgfw,sada81adsfy,B
7823,H%d%56vgfs,cxscc39adsfy,sada55dsfy,bffdd35adsfy,B
7824,H%d%54adsfy,cxscc30**^&$,ddsfs59xdff,**$@%41dsfy,A
7825,ddsfs43xdff,#%%$78xdff,H%d%70xfsadf,bffdd36dsfy,D
7826,ddsfs33vgfs,#%%$73dsfy,edf42$*%^&,edf37**&%&,D
7827,bffdd42adsfy,sada91$*%^&,sada81xdff,sada31asdgfw,A
7828,dsfe74xdff,cxscc38dsffw,cxscc81dsfy,bffdd53xfsadf,A
7829,#%%$75dsfy,ddfs56xfsadf,dsfe61dsffw,edf47dsffw,B
7830,#%%$75xdff,edf88adsfy,cxscc83dsfy,bffdd33vgfs,C
7831,bffdd68**^&$,sada58vgfs,bffdd73vgfs,H%d%32asdgfw,D
7832,#%%$43adsfy,dsfe76dsffw,dsfe70xfsadf,**$@%46xfsadf,B
7833,edf57**^&$,dsfe71dsffw,ddfs87vgfs,ddfs79**^&$,A
7834,H%d%37$*%^&,bffdd64**&%&,H%d%63asdgfw,cxscc93xdff,C
7835,edf74dsffw,sada25**^&$,cxscc92asdgfw,#%%$81adsfy,C
7836,edf79vgfs,ddfs82dsffw,**$@%57**^&$,sada71adsfy,B
7837,sada33xdff,bffdd55$*%^&,dsfe37xfsadf,dsfe36$*%^&,A
7838,ddsfs49$*%^&,sada68asdgfw,dsfe87vgfs,ddfs83xfsadf,B
7839,bffdd79**^&$,**$@%92dsfy,sada80dsfy,bffdd70dsfy,D
7840,bffdd55$*%^&,ddfs57$*%^&,#%%$46asdgfw,edf27vgfs,B
7841,bffdd28**&%&,#%%$66xdff,H%d%89**^&$,dsfe93**^&$,D
7842,cxscc53**^&$,dsfe40adsfy,dsfe33xdff,**$@%25**^&$,A
7843,ddsfs90**^&$,ddfs81$*%^&,#%%$29**&%&,ddsfs26dsfy,A
7844,H%d%72xdff,bffdd68asdgfw,#%%$47xdff,dsfe90asdgfw,D
7845,dsfe59adsfy,dsfe91**&%&,ddfs73vgfs,**$@%47adsfy,A
7846,bffdd37xdff,#%%$70dsfy,dsfe47xdff,ddsfs76**^&$,B
7847,cxscc44dsfy,bffdd49vgfs,H%d%46dsffw,#%%$34dsfy,C
7848,bffdd92vgfs,ddsfs60$*%^&,edf30asdgfw,edf86dsfy,B
7849,dsfe82$*%^&,ddsfs32**^&$,#%%$84vgfs,ddsfs81**&%&,B
7850,ddfs66vgfs,bffdd48asdgfw,H%d%70$*%^&,sada80dsfy,B
7851,cxscc76**&%&,#%%$87vgfs,**$@%66dsfy,ddfs40dsffw,D
7852,edf57xfsadf,dsfe38adsfy,bffdd75xfsadf,ddsfs41xfsadf,B
7853,ddsfs60asdgfw,edf38xfsadf,dsfe90adsfy,edf83asdgfw,C
7854,dsfe47asdgfw,#%%$89dsffw,**$@%31xdff,bffdd72**^&$,B
7855,dsfe81**&%&,cxscc85xdff,edf54dsfy,dsfe70$*%^&,A
7856,dsfe88**&%&,#%%$51dsfy,ddsfs37vgfs,#%%$48**&%&,D
7857,bffdd32adsfy,cxscc27$*%^&,H%d%45xdff,#%%$79$*%^&,A
7858,H%d%74vgfs,ddsfs64dsffw,#%%$33$*%^&,#%%$63asdgfw,C
7859,sada90adsfy,bffdd36**^&$,bffdd46xfsadf,ddfs47**&%&,D
7860,edf53$*%^&,ddfs41$*%^&,#%%$37xfsadf,bffdd89$*%^&,C
7861,edf49asdgfw,ddfs52$*%^&,dsfe60asdgfw,cxscc75xdff,B
7862,dsfe33$*%^&,cxscc28xdff,cxscc43**^&$,edf47adsfy,D
7863,H%d%52xfsadf,bffdd59**^&$,edf84**&%&,cxscc79asdgfw,C
7864,dsfe41xdff,ddfs27dsffw,**$@%58adsfy,ddsfs54**&%&,D
7865,sada35**^&$,sada89dsfy,ddfs81asdgfw,#%%$72**&%&,C
7866,sada51dsfy,sada49xfsadf,sada46$*%^&,sada68dsfy,C
7867,dsfe34xdff,ddsfs40adsfy,edf86xdff,H%d%76**^&$,C
7868,H%d%83$*%^&,cxscc47**&%&,cxscc71vgfs,bffdd49vgfs,D
7869,edf74**&%&,sada35vgfs,bffdd26adsfy,bffdd38vgfs,A
7870,dsfe44adsfy,H%d%80adsfy,cxscc31vgfs,sada51vgfs,C
7871,sada25**^&$,ddfs55$*%^&,ddfs42xfsadf,bffdd51**&%&,B
7872,ddsfs58**&%&,sada52**&%&,cxscc58$*%^&,edf56xfsadf,B
7873,H%d%37vgfs,edf64**&%&,#%%$55asdgfw,edf88**&%&,B
7874,cxscc52xdff,bffdd62dsffw,ddsfs59xfsadf,ddsfs25xdff,B
7875,sada29xfsadf,bffdd34vgfs,#%%$62xfsadf,ddsfs54**^&$,A
7876,#%%$57dsfy,**$@%73asdgfw,#%%$63dsffw,sada55vgfs,A
7877,ddfs75xfsadf,sada70**&%&,bffdd76**&%&,bffdd85dsffw,C
7878,H%d%51**&%&,sada38dsfy,cxscc47dsffw,edf92asdgfw,D
7879,sada39xdff,ddfs67asdgfw,**$@%85vgfs,bffdd40vgfs,B
7880,#%%$73vgfs,ddfs41vgfs,H%d%89adsfy,cxscc42xfsadf,D
7881,#%%$45asdgfw,bffdd81xdff,dsfe69**&%&,H%d%61xfsadf,A
7882,**$@%75**^&$,ddsfs65$*%^&,dsfe83dsfy,H%d%76vgfs,D
7883,#%%$33dsffw,dsfe36$*%^&,H%d%79vgfs,edf42asdgfw,C
7884,sada58adsfy,#%%$51dsfy,ddfs40adsfy,cxscc85**^&$,C
7885,dsfe74$*%^&,sada84xfsadf,sada67dsffw,ddfs41asdgfw,C
7886,cxscc48adsfy,cxscc27dsffw,H%d%27dsfy,cxscc77vgfs,C
7887,ddfs45adsfy,edf64**&%&,**$@%72vgfs,dsfe30**^&$,C
7888,dsfe32vgfs,ddfs84adsfy,ddfs87dsfy,ddfs82xfsadf,A
7889,H%d%54asdgfw,ddsfs33asdgfw,cxscc64dsffw,bffdd54asdgfw,C
7890,bffdd66dsffw,#%%$89xfsadf,bffdd85dsffw,H%d%61vgfs,D
7891,**$@%60**&%&,sada69vgfs,sada89xfsadf,ddfs91adsfy,A
7892,ddfs88xdff,bffdd80dsfy,H%d%72**&%&,sada79adsfy,D
7893,**$@%62vgfs,bffdd73**&%&,H%d%66**^&$,ddsfs69**^&$,C
7894,#%%$37**^&$,sada28**&%&,sada72vgfs,ddsfs72**^&$,A
7895,dsfe40xfsadf,dsfe42$*%^&,#%%$68dsfy,H%d%75dsfy,B
7896,bffdd77xfsadf,dsfe93dsfy,sada44**^&$,#%%$82adsfy,D
7897,#%%$36xfsadf,sada71dsfy,ddsfs65vgfs,sada83$*%^&,A
7898,cxscc79adsfy,edf74xdff,edf35adsfy,dsfe57vgfs,D
7899,ddfs67dsfy,ddfs47xfsadf,dsfe87dsfy,sada42**&%&,B
7900,sada64adsfy,dsfe71asdgfw,bffdd73dsfy,**$@%66xfsadf,A
7901,sada50xfsadf,bffdd38$*%^&,H%d%78xfsadf,**$@%89vgfs,C
7902,sada58dsffw,dsfe56dsffw,**$@%93dsfy,bffdd59dsffw,C
7903,dsfe26$*%^&,H%d%61**^&$,ddsfs94xdff,ddsfs93**^&$,C
7904,H%d%66$*%^&,#%%$83dsfy,dsfe59xfsadf,**$@%43vgfs,A
7905,**$@%43dsffw,ddsfs32xfsadf,H%d%31dsfy,ddfs71**&%&,A
7906,sada50$*%^&,#%%$60xdff,H%d%75vgfs,dsfe65$*%^&,A
7907,cxscc38$*%^&,ddfs86**&%&,bffdd43xfsadf,edf32xfsadf,D
7908,ddfs77**^&$,dsfe56dsffw,cxscc84**&%&,#%%$72$*%^&,A
7909,edf30$*%^&,sada43xfsadf,**$@%42adsfy,H%d%52adsfy,C
7910,dsfe65dsfy,#%%$42**^&$,sada39dsfy,cxscc51dsfy,C
7911,#%%$73vgfs,H%d%73xdff,bffdd60dsffw,sada25asdgfw,D
